Title,Post date,Date; time,Issues,Institution(s),Other Organization(s),URL,Body,All terms
2008 Campus Sustainability Day & Streaming Webcast,2010-07-12,"October 22, 2008; 2 – 3:30pm EST",,,,http://www.campussustainability.info/events/event/show?id=1977446:Event:6006,"The Society for College and University Planning, the Higher Education Associations Sustainability Consortium, and The New York Times Knowledge Network will host a streaming live webcast for campuses to use on Campus Sustainability Day. Panelists include climate change expert Richard Moss of the World Wildlife Federation and Anthony D. Cortese of Second Nature. The New York Times science editor Andy Revkin will moderate the discussion.",Events

